company_name,stage,funding_amount,description,headquarter,investor,funded_year,sector
Bewakoof,Pre-series A,8000000.0,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.","Mumbai, ",InvestCorp,2021,Consumer Goods
Kirana247,Pre-series A,1000000.0,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"New Delhi, ",Undisclosed,2021,Transportation & Logistics
FanPlay,Pre-series A,1200000.0,A real money game app specializing in trivia games,"Undisclosed, ",Upsparks,2021,Media & Entertainment
NeoDocs,Pre-series A,3500000.0,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Mumbai, ","Y Combinator, 9Unicorns, Titan Capital",2021,Healthcare & Life Sciences
IsGoingOnline,Pre-series A,200000.0,Kochi-based digital catalogue and marketplace IsGoingOnline,"Cochin, ","Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,Retail
Camp K12,Pre-series A,12000000.0,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Gurugram, ","Matrix Partners India, Elevation Capital",2021,E-learning
Elda Health,Pre-series A,1500000.0,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Bangalore, ","Avaana Capital, Orios Ventures",2021,Healthcare & Life Sciences
Sporjo,Pre-series A,2000000.0,A one stop destination to build a successful career in the Indian sports industry!,"Mumbai, ",Punit Balan,2021,Sports
Advantage Club,Pre-series A,1700000.0,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Mumbai, ","Y Combinator, Broom Ventures, Kunal Shah",2021,Business Services
SuperGaming,Pre-series A,5500000.0,"At SuperGaming, building India's best gaming company.","Pune, ","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",2021,Media & Entertainment
Ruptok,Pre-series A,1000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .","New Delhi, ",Eclear Leasing,2021,Finance
TartanSense,Pre-series A,5000000.0,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"Bangalore, ","FMC, Omnivore, Blume Ventures",2021,IT & Technology
Kirana247,Pre-series A,1000000.0,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,"New Delhi, ",Undisclosed,2021,Transportation & Logistics
NeoDocs,Pre-series A,3500000.0,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Mumbai, ","Y Combinator, 9Unicorns, Titan Capital",2021,Healthcare & Life Sciences
IsGoingOnline,Pre-series A,200000.0,Kochi-based digital catalogue and marketplace IsGoingOnline,"Cochin, ","Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,Retail
Camp K12,Pre-series A,12000000.0,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Gurugram, ","Matrix Partners India, Elevation Capital",2021,E-learning
Elda Health,Pre-series A,1500000.0,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Bangalore, ","Avaana Capital, Orios Ventures",2021,Healthcare & Life Sciences
Sporjo,Pre-series A,2000000.0,A one stop destination to build a successful career in the Indian sports industry!,"Mumbai, ",Punit Balan,2021,Sports
SuperGaming,Pre-series A,5500000.0,"At SuperGaming, building India's best gaming company.","Pune, ","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",2021,Media & Entertainment
O’ Be Cocktails,Pre-series A,400000.0,India’s first and only Ready to Drink Premium Cocktails.,"Bangalore, ","First Cheque, Letsventure",2021,Consumer Goods
Zetwerk,Pre-series A,150000000.0,ZETWERK is a universal manufacturing network powered by new-age technology.,"Bangalore, ",Undisclosed,2021,Manufacturing
AppsForBharat,Pre-series A,4000000.0,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.","Bangalore, ","Sequoia Capital India, BEENEXT",2021,Others
Imagimake,Pre-series A,3500000.0,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.","Mumbai, ",Velocity,2021,Consumer Goods
Khatabook,Pre-series A,100000000.0,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Bangalore, ","Tribe Capital, Moore Strategic Ventures (MSV)",2021,Finance
Smytten,Pre-series A,6000000.0,India's largest premium discovery and trial platform!,"Gurugram, ",Fireside Ventures,2021,Consumer Goods
Syook,Pre-series A,1000000.0,Syook is building the next generation enterprise IOT platform.,"Bangalore, ","Inflection Point Ventures, ONGC",2021,Manufacturing
Akudo,Pre-series A,3500000.0,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Bangalore, ","Y Combinator, Incubate Fund India",2021,Finance
NOTO,Pre-series A,500000.0,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Mumbai, ","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",2021,Consumer Goods
Lumiq,Pre-series A,2000000.0,Help enterprises monetize their data and reinvent the digital transformation journey.,"Noida, ",Info Edge Ventures,2021,IT & Technology
CommerceUp,Pre-series A,3500000.0,Grow and manage ecommerce business from single dashboard,"Gurugram, ",NB Ventures,2021,IT & Technology
Breathe Well-being,Pre-series A,5500000.0,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.","Gurugram, ",Accel,2021,Healthcare & Life Sciences
Hike,Pre-series A,3500000.0,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,"New Delhi, ","Binny Bansal, Kunal Shah",2021,IT & Technology
House of Kieraya,Pre-series A,15000000.0,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco","Bangalore, ",TradeCred,2021,Consumer Goods
goEgoNetwork,Pre-series A,2000000.0,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.","Pune, ",Undisclosed,2021,Manufacturing
Probus,Pre-series A,500000.0,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.","New Delhi, ",Unicorn India Ventures,2021,IT & Technology
DrinkPrime,Pre-series A,1000000.0,India's Smartest Water Purifiers and are redefining water purifier ownership.,"Bangalore, ","UC Inclusive Credit, Western Capital",2021,Consumer Goods
Smallcase,Pre-series A,40000000.0,Smallcase is a new way to invest in the stock markets.,"Bangalore, ",Faering Capital,2021,Finance
SATYA MicroCapital,Pre-series A,10000000.0,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,"New Delhi, ","responsAbility Investments, Blue Orchard",2021,Finance
Snack Amor,Pre-series A,3500000.0,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.","Mumbai, ","Sanchit Agarwal, Sujan Sinha, Michael Cooke",2021,Consumer Goods
Postman,Pre-series A,225000000.0,Postman is the collaboration platform for API development.,"Bangalore, ","CRV, Nexus Venture Partners",2021,IT & Technology
Hashnode,Pre-series A,6700000.0,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Bangalore, ","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",2021,IT & Technology
RACEnergy,Pre-series A,1300000.0,RACEnergy is working to power the future of mobility through clean and efficient technologies.,"Hyderabad, ","Micelio Fund, growX ventures",2021,Manufacturing
BharatPe,Pre-series A,20000000.0,The vision to make financial inclusion a reality for Indian merchants.,"New Delhi, ","IIFL Wealth, Asset Management, Northern Arc Capital",2021,Finance
Gyde,Pre-series A,250000.0,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.","Pune, ","Better Capital, Ashish Achrekar",2021,IT & Technology
BatteryPool,Pre-series A,3500000.0,Building the Operating System for managing Electric Vehicles in fleets.,"Pune, ",IAN,2021,Manufacturing
AgNext,Pre-series A,21000000.0,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.","Chandigarh, ",Alpha Wave Incubation,2021,Agriculture
Xpresslane,Pre-series A,400000.0,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.","Bangalore, ","Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",2021,IT & Technology
LoanKuber,Pre-series A,1200000.0,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,"New Delhi, ",Undisclosed,2021,Finance
OYO,Pre-series A,5000000.0,OYO is a global travel tech company that connects its patrons and guests.,"Gurugram, ",Microsoft,2021,Travel & Tourism
Rapido,Pre-series A,52000000.0,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,"Bangalore, ","Shell Ventures, Yamaha, Kunal Shah",2021,IT & Technology
YPay,Pre-series A,400000.0,YPay Card is the new way to manage money.,"Noida, ",We Founder Circle,2021,Finance
SleepyCat,Pre-series A,3800000.0,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,"Mumbai, ","Saama Capital, DSG Consumer Partners, Sharrp Ventures",2021,Consumer Goods
Ultrahuman,Pre-series A,17500000.0,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,"Bangalore, ",Tiger Global’s Scott Schleifer,2021,Healthcare & Life Sciences
UpScalio,Pre-series A,42000000.0,"UpScalio is India’s next generation, data-driven consumer goods company.","Gurugram, ",Undisclosed,2021,Retail
Yellow Class,Pre-series A,6000000.0,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on","Gurugram, ",Elevation Capital,2021,E-learning
Yojak,Pre-series A,3800000.0,India’s first B2B online marketplace for building material.,"Gurugram, ",Info Edge Ventures,2021,Retail
CreatorStack,Pre-series A,2000000.0,Helping creators globally to engage deeply with their fans and communities,"Bangalore, ",Accel,2021,IT & Technology
Expertrons,Pre-series A,2300000.0,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Mumbai, ","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2021,E-learning
Rage Coffee,Pre-series A,5000000.0,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.","New Delhi, ",Sixth Sense Ventures,2021,Consumer Goods
Klub,Pre-series A,20000000.0,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"Bangalore, ","9Unicorns, Sequoia Capital India’s Surge",2021,Finance
Navia Life Care,Pre-series A,1000000.0,Navia Life Care is a health technlogy company with a special focus on patient care.,"New Delhi, ","Anicut Angel Fund, 9 Unicorns",2021,Healthcare & Life Sciences
1K Kirana Bazaar,Pre-series A,7000000.0,India's First and Largest Network of Small-Town Kirana Stores,"Gurugram, ","Info Edge, FalconEdge",2021,Retail
Zupee,Pre-series A,30000000.0,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","Gurugram, ","WestCap Group, Tomales Bay Capital",2021,Media & Entertainment
Locale.ai,Pre-series A,1000000.0,Location Analytics for Companies With Moving Assets and Ground Operations.,"Bangalore, ","Chiratae Ventures, Better Capital",2021,IT & Technology
VerSe Innovation,Pre-series A,450000000.0,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.","Bangalore, ","Siguler Guff, Baillie Gifford",2021,Media & Entertainment
MetroRide,Pre-series A,3500000.0,"Urban Mobility Affordable, Punctual & Sustainable.","Bangalore, ",Undisclosed,2021,Transportation & Logistics
Miko,Pre-series A,28000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Mumbai, ","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",2021,Consumer Goods
Whiz League,Pre-series A,300000.0,Revolutionizing learning experience that goes beyond academia,"New Delhi, ",ITI Growth Opportunities,2021,E-learning
Hash,Pre-series A,3500000.0,Hash is a new startup in consumer goods.,"New Delhi, ",Amrac Investment Trust,2021,Consumer Goods
Unacademy,Pre-series A,3500000.0,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,"Bangalore, ",Bhavin Turakhia,2021,E-learning
Log 9 Materials,Pre-series A,8500000.0,Log9 Materials is on a mission to make global energy 100% clean.,"Bangalore, ",Amara Raja Batteries,2021,IT & Technology
upGrad,Pre-series A,25000000.0,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.","Mumbai, ",India Infoline Finance,2021,E-learning
FlashPrep,Pre-series A,500000.0,FlashPrep is the smart way to master learning.,"Bangalore, ",Venture Highway,2021,E-learning
